,feature,fscore
0,brand,0.05600722673893405
1,product_action_3_ratio,0.03432700993676603
2,bad_comment_rate,0.02981029810298103
3,recent_action1,0.028906955736224028
4,product_action_1_ratio,0.024390243902439025
5,action_before_10_5.0_x,0.024390243902439025
6,user_action_30_2_ratio,0.02168021680216802
7,product_action_2_ratio,0.018970189701897018
8,cate4_percentage,0.018970189701897018
9,action_before_10_1.0_x,0.016260162601626018
10,action_before_21_1.0_y,0.016260162601626018
11,user_lv_cd_2,0.016260162601626018
12,a1_1,0.015356820234869015
13,product_action_6.0,0.014453477868112014
14,cate5_percentage,0.014453477868112014
15,action_before_15_6.0_x,0.013550135501355014
16,action_before_7_6.0_x,0.012646793134598013
17,a2_1,0.012646793134598013
18,user_action_30_1_ratio,0.012646793134598013
19,action_before_3_6.0_x,0.012646793134598013
20,user_action_30_6_ratio,0.012646793134598013
21,product_action_5_ratio,0.011743450767841012
22,user_lv_cd_1,0.011743450767841012
23,cate8_percentage,0.011743450767841012
24,cate9_percentage,0.01084010840108401
25,recent_action6,0.01084010840108401
26,product_action_4.0,0.00993676603432701
27,product_action_2.0,0.00993676603432701
28,action_before_3_2.0_y,0.00993676603432701
29,cate6_percentage,0.00993676603432701
30,action_before_21_1.0_x,0.009033423667570008
31,user_action_30_6.0,0.009033423667570008
32,action_before_21_4.0_y,0.009033423667570008
33,user_action_30_1.0,0.009033423667570008
34,action_before_15_2.0_x,0.008130081300813009
35,action_before_30_6.0_y,0.008130081300813009
36,action_before_3_1.0_x,0.008130081300813009
37,cate8_type6_percentage,0.008130081300813009
38,user_action_3_6.0,0.008130081300813009
39,action_before_3_1.0_y,0.008130081300813009
40,product_action_6_ratio,0.008130081300813009
41,user_action_30_3_ratio,0.008130081300813009
42,cate_action_2_ratio,0.007226738934056007
43,action_before_21_6.0_y,0.007226738934056007
44,action_before_7_1.0_x,0.007226738934056007
45,action_before_5_6.0_y,0.007226738934056007
46,user_action_3_6_ratio,0.007226738934056007
47,action_before_7_6.0_y,0.007226738934056007
48,action_before_10_4.0_y,0.006323396567299007
49,action_before_10_6.0_x,0.006323396567299007
50,action_before_15_4.0_y,0.006323396567299007
51,action_before_5_1.0_x,0.006323396567299007
52,action_before_21_6.0_x,0.006323396567299007
53,action_before_3_6.0_y,0.006323396567299007
54,action_before_15_1.0_x,0.006323396567299007
55,action_before_5_1.0_y,0.006323396567299007
56,a2_2,0.005420054200542005
57,action_before_15minus_mean_1,0.005420054200542005
58,user_action_3_1_ratio,0.005420054200542005
59,action_before_10minus_mean_5,0.005420054200542005
60,action_before_3_2.0_x,0.005420054200542005
61,recent_action2,0.005420054200542005
62,user_action_3_3_ratio,0.005420054200542005
63,action_before_21_4.0_x,0.005420054200542005
64,cate_action_5.0,0.005420054200542005
65,action_before_5_5.0_x,0.005420054200542005
66,cate_action_4.0,0.005420054200542005
67,action_before_3_3.0_x,0.005420054200542005
68,cate8_type3_percentage,0.005420054200542005
69,action_before_21minus_mean_6,0.005420054200542005
70,cate10_percentage,0.005420054200542005
71,action_before_15_4.0_x,0.004516711833785004
72,product_action_1.0,0.004516711833785004
73,action_before_30_1.0_y,0.004516711833785004
74,action_before_7_5.0_x,0.004516711833785004
75,cate8_type1_percentage,0.004516711833785004
76,user_action_3_1.0,0.004516711833785004
77,user_action_30_1_mean,0.004516711833785004
78,action_before_7_1.0_y,0.004516711833785004
79,user_action_3_6_mean,0.004516711833785004
80,user_lv_cd_3,0.004516711833785004
81,a3_1,0.004516711833785004
82,action_before_10_3.0_y,0.004516711833785004
83,a3_2,0.0036133694670280035
84,action_before_15minus_mean_6,0.0036133694670280035
85,product_action_5.0,0.0036133694670280035
86,action_before_15_1.0_y,0.0036133694670280035
87,product_action_6_mean,0.0036133694670280035
88,action_before_30_4.0_y,0.0036133694670280035
89,action_before_30_5.0_y,0.0036133694670280035
90,action_before_3minus_mean_2,0.0036133694670280035
91,user_action_30_3.0,0.0036133694670280035
92,action_before_3_5.0_y,0.0036133694670280035
93,age_3,0.0036133694670280035
94,user_action_30_2.0,0.0036133694670280035
95,product_action_4_mean,0.0027100271002710027
96,action_before_15minus_mean_4,0.0027100271002710027
97,cate,0.0027100271002710027
98,action_before_7_2.0_x,0.0027100271002710027
99,action_before_7minus_mean_1,0.0027100271002710027
100,action_before_7minus_mean_6,0.0027100271002710027
101,action_before_5_2.0_y,0.0027100271002710027
102,action_before_5minus_mean_5,0.0027100271002710027
103,cate7_percentage,0.0027100271002710027
104,action_before_30_6.0_x,0.0027100271002710027
105,cate_action_5_ratio,0.0027100271002710027
106,age_0,0.0027100271002710027
107,a1_-1,0.0027100271002710027
108,user_lv_cd_5,0.0027100271002710027
109,recent_action3,0.0027100271002710027
110,action_before_5_6.0_x,0.0018066847335140017
111,action_before_7minus_mean_2,0.0018066847335140017
112,product_action_3.0,0.0018066847335140017
113,a1_3,0.0018066847335140017
114,product_action_5_mean,0.0018066847335140017
115,age_2,0.0018066847335140017
116,action_before_10minus_mean_6,0.0018066847335140017
117,action_before_5minus_mean_6,0.0018066847335140017
118,action_before_21minus_mean_1,0.0018066847335140017
119,user_action_3_2_ratio,0.0018066847335140017
120,cate_action_2.0,0.0018066847335140017
121,cate8_type5_percentage,0.0018066847335140017
122,action_before_10_6.0_y,0.0018066847335140017
123,cate_action_1_ratio,0.0018066847335140017
124,action_before_15_5.0_x,0.0018066847335140017
125,action_before_21_3.0_y,0.0018066847335140017
126,action_before_15_5.0_y,0.0018066847335140017
127,action_before_15_6.0_y,0.0018066847335140017
128,action_before_21_5.0_y,0.0018066847335140017
129,action_before_15minus_mean_2,0.0009033423667570009
130,action_before_10minus_mean_2,0.0009033423667570009
131,action_before_10_2.0_x,0.0009033423667570009
132,user_action_30_4_mean,0.0009033423667570009
133,user_action_30_4.0,0.0009033423667570009
134,user_action_30_5_ratio,0.0009033423667570009
135,action_before_15_2.0_y,0.0009033423667570009
136,cate_action_3_ratio,0.0009033423667570009
137,action_before_30_2.0_y,0.0009033423667570009
138,action_before_10_2.0_y,0.0009033423667570009
139,action_before_5_2.0_x,0.0009033423667570009
140,action_before_3minus_mean_1,0.0009033423667570009
141,action_before_7_2.0_y,0.0009033423667570009
142,user_action_3_5_ratio,0.0009033423667570009
143,action_before_21_2.0_y,0.0009033423667570009
144,user_action_30_3_mean,0.0009033423667570009
145,sex_2,0.0009033423667570009
146,product_action_1_mean,0.0009033423667570009
147,user_action_3_1_mean,0.0009033423667570009
148,cate_action_3.0,0.0009033423667570009
149,cate_action_4_mean,0.0009033423667570009
150,cate_action_1.0,0.0009033423667570009
151,age_6,0.0009033423667570009
152,sex_0,0.0009033423667570009
153,cate_action_5_mean,0.0009033423667570009
154,action_before_10_1.0_y,0.0009033423667570009
155,a2_-1,0.0009033423667570009
156,user_action_30_6_mean,0.0009033423667570009
157,action_before_5minus_mean_2,0.0009033423667570009
158,action_before_5minus_mean_3,0.0009033423667570009
