feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	收入	feature49	feature50
4	0	4	0	2	0	9	9	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	400	4	4	0	5	1	0	0	0	0	2	1	1	167	1	5	26	0	0	0	7725	0	0	3	469
8	0	8	0	1	0	15	15	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	800	8	8	0	6	1	0	0	0	0	2	1	1	158	1	28	48	205	165	0	7613	20.625	25.66	8	840
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	1	0	2	42	1	7	8	0	0	0	0	0	0	7	127
2	1	1	0	0	0	14	14	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	200	2	2	0	5	1	0	0	0	0	0	0	3	641	1	2	6	372	240	0	6900	120	185.82	0	0
3	2	1	0	0	0	9	9	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	302	120	0	8200	40	100.67	0	0
2	2	0	0	0	0	9	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7650	0	0	0	0
2	0	2	0	0	0	8	7	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	141	60	0	8700	30	70.52	0	0
4	0	4	0	0	0	9	9	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	95	60	0	9525	15	23.75	0	0
3	0	2	0	0	0	4	3	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	300	3	3	0	5	1	0	0	0	0	0	0	2	139	1	9	34	0	0	0	5800	0	0	1	314
5	0	4	0	0	0	3	3	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	500	5	5	0	5	1	0	0	0	0	0	1	3	756	1	18	18	0	0	0	5880	0	0	0	0
7	0	7	0	0	0	7	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9471	0	0	0	0
1	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	86	2	7	100	1	1	2	7	1	86	0	0	0	2	0	2	68	1	16	24	0	0	0	8400	0	0	2	386
1	0	1	0	0	0	6	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	1	0	2	709	1	0	16	65	45	0	7500	45	64.96	1	332
2	0	2	0	0	0	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	200	2	2	0	8	1	0	0	0	0	1	0	1	193	1	2	9	0	0	0	8400	0	0	2	310
2	1	2	0	1	0	9	9	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0	0	0	9150	0	0	0	0
1	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	300	0	0.58	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	99	4	10	200	2	2	2	5	1	50	0	0	0	2	0	2	124	1	36	55	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	1	0	2	93	1	65	114	0	0	0	0	0	0	0	0
2	0	2	0	0	0	8	7	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	0	0	0	0	2	63	1	4	13	341	255	0	11100	127.5	170.42	0	0
2	0	2	0	0	0	6	6	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	1	0	4	0	0	0	1	0	12	0	0	0	8250	0	0	0	0
1	0	1	0	0	0	5	5	3	1	1	0	0	0	0	0	0	0	0	0	0	8	1	98	7	8	100	1	1	7	8	1	98	0	0	1	2	1	1	56	1	28	43	42	15	0	8400	15	42.23	0	0
2	0	2	0	1	0	7	7	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	0	0	2	1	0	0	1	4	12	158	120	0	8400	60	79.14	0	0
1	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	2	5	2	0	0	1	0	11	0	0	1	6900	0	0	0	0
1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	180	21	2	0	0	20	1	95	17	20	100	1	1	17	20	1	95	0	0	0	2	0	2	128	1	21	33	0	0	0	8400	0	0	11	279
3	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	18	13	0	2000	19	2	200	19	24	300	3	3	10	8	1	100	0	0	0	0	0	1	177	0	0	0	0	0	0	2800	0	0	0	0
1	0	1	0	1	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	7	1	99	6	7	100	1	1	6	7	1	99	0	0	0	2	0	2	24	1	3	17	34	30	0	7800	30	33.84	7	180
2	0	2	0	2	0	9	9	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	50	30	0	9450	15	25.06	0	0
3	3	0	0	0	0	15	12	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	5900	0	0	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	200	2	2	0	11	1	0	0	1	0	2	0	4	313	1	11	59	0	0	0	0	0	0	0	0
1	0	1	0	1	0	16	16	16	1	1	0	0	0	0	0	0	0	0	0	0	4	1	94	3	4	100	1	1	3	4	1	94	0	0	0	7	0	2	163	1	4	11	57	45	0	8400	45	57.18	0	0
2	0	2	0	1	0	5	5	13	1	1	0	1	0	0	0	0	0	0	0	0	10	2	200	10	10	200	2	2	5	5	1	100	0	0	0	1	0	2	54	1	35	30	0	0	1	8400	0	0	44	453
1	0	1	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	1	0	20	1	0	0	0	0	1	0	3	579	1	2	24	0	0	0	7500	0	0	0	0
1	0	1	0	0	0	22	22	19	1	1	0	0	0	0	0	0	0	0	0	0	7	1	100	7	7	100	1	1	7	7	1	100	0	0	0	0	0	2	27	1	9	13	0	0	0	8100	0	0	15	269
1	0	1	0	0	0	19	19	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	1	0	1	226	1	9	11	50	45	0	8100	45	50.19	1	438
1	0	1	0	0	0	8	8	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	9600	0	0	0	0
1	0	1	0	1	0	18	8	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	4	0	0	0	0	0	7	0	0	7500	0	7.18	0	0
5	3	0	0	0	0	3	3	2	1	1	0	0	0	0	0	0	14	2	0	0	0	0	0	0	123	1000	10	10	0	12	1	0	0	1	0	2	0	1	51	1	15	82	150	90	1	2460	18	30.01	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	100	1	1	11	0	0	0	0	0	0	0	0
2	0	2	0	0	0	23	6	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4800	0	0	0	0
7	0	7	1	1	0	7	7	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	700	7	7	0	7	1	0	0	1	0	0	0	7	958	1	31	49	382	270	0	8100	38.57142857	54.57	0	0
1	0	1	0	0	0	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	100	1	1	0	12	1	0	0	1	0	5	0	5	729	1	4	22	42	30	0	4500	30	42.05	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	2	0	1	0	0	0	1	6	9	0	0	0	0	0	0	19	222
1	1	0	0	0	0	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	300	0	0	0	0
2	0	2	0	0	1	14	14	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9600	0	0	0	0
2	0	2	0	0	0	7	7	5	1	1	0	0	0	0	0	0	0	0	0	0	11	2	196	9	11	200	2	2	5	6	1	98	0	0	0	2	0	1	325	1	8	40	62	45	0	8100	22.5	30.8	1	270
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	28	200	2	2	0	14	1	0	0	0	0	1	0	3	223	1	1	26	16	15	0	1200	15	16.41	0	0
5	1	4	0	0	0	10	10	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	500	5	5	0	6	1	0	0	0	0	1	0	0	0	1	7	29	0	0	0	7740	0	0	1	387
1	0	1	0	0	0	10	10	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	1	0	2	0	1	109	1	24	26	0	0	0	7500	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	5	5	5	1	1	0	0	0	0	0	1	19	0	0	0	18	1	94	16	18	100	1	1	16	18	1	94	0	1	0	6	2	1	442	1	22	24	0	0	1	5700	0	0	6	342
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	100	1	1	0	12	1	0	0	2	0	2	0	1	111	1	29	57	241	225	0	1800	225	240.57	0	0
2	0	2	0	0	0	6	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	200	2	2	0	2	1	0	0	0	0	0	0	1	567	1	67	67	73	60	0	8100	30	36.44	24	542
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	1	0	4	0	4	179	1	5	12	0	0	0	0	0	0	0	0
5	0	5	0	1	0	4	4	11	1	1	0	0	0	0	0	0	0	0	0	0	29	5	497	26	29	600	5	5	5	6	1	83	0	1	0	1	0	2	188	1	46	60	238	135	0	6000	27	47.59	5	209
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	4	1	1	1	2	85	1	9	15	0	0	0	0	0	0	0	0
2	0	2	0	3	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	200	2	2	0	4	1	0	0	0	0	1	0	1	126	1	62	52	234	105	0	7800	52.5	116.99	0	0
3	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	9	7	0	0	49	3	300	49	49	500	3	3	16	16	1	60	0	0	0	0	0	1	705	1	40	38	0	0	0	3000	0	0	34	644
1	0	1	0	1	0	8	8	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	2	0	2	157	1	17	17	118	30	0	8100	30	118.4	3	364
6	4	6	0	0	0	11	11	12	1	1	0	0	0	0	0	0	0	0	0	0	35	6	594	33	35	600	6	6	6	6	1	99	0	0	0	2	0	1	48	1	23	41	13	0	0	7700	0	2.16	8	326
8	1	7	0	0	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	800	8	8	0	7	1	0	0	0	0	2	0	0	0	1	4	24	177	150	0	7388	18.75	22.07	2	360
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	0	0	0	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	0	0	0	0	0	1650	0	0	0	0
2	1	2	0	0	0	3	3	2	1	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	25	300	3	3	0	8	1	0	0	1	0	4	1	2	35	1	0	34	0	0	0	2400	0	0	1	568
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	500	5	5	0	12	1	0	0	0	0	1	0	6	173	1	0	0	20	15	0	2400	15	19.73	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	100	1	1	0	18	1	0	0	1	0	3	0	0	0	1	2	18	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	1	0	1	1	0	0	0	0	1	0	2	716	1	17	19	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	200	2	2	0	20	1	0	0	4	0	6	1	1	112	1	5	21	0	0	1	0	0	0	2	678
1	0	1	0	0	1	40	40	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	16	0	0	13200	0	15.67	0	0
1	1	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	45	0	2700	45	47.69	0	0
4	0	4	0	1	0	9	9	12	1	1	1	1	0	0	0	0	0	0	0	0	21	4	397	19	21	400	4	4	5	5	1	99	0	0	0	2	0	1	66	1	7	24	0	0	0	7725	0	0	37	553
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	100	1	1	0	7	1	0	0	1	0	2	1	3	162	1	0	16	0	0	0	0	0	0	0	0
3	2	3	0	0	0	3	2	1	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	81	600	6	6	0	14	1	0	0	1	0	1	0	0	0	1	12	40	0	0	0	3300	0	0	2	176
4	0	4	0	1	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	0	3	1	100	3	24	400	4	4	3	6	1	100	0	0	0	1	0	3	138	1	12	30	0	0	0	7875	0	0	2	741
4	0	4	0	0	0	2	2	4	1	1	0	0	0	0	0	120	9	0	0	0	0	0	0	0	111	500	5	5	0	22	1	0	0	2	0	6	2	1	58	1	17	135	353	180	0	6525	45	88.37	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	0	0	2	0	0	0	1	7	18	0	0	0	0	0	0	2	499
1	1	1	0	0	0	10	10	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	5	0	5	0	0	0	1	1	24	33	30	0	7800	30	33.36	0	0
3	0	3	0	0	0	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	18	3	297	16	18	300	3	3	5	6	1	99	0	0	0	2	0	2	132	1	7	27	0	0	0	8000	0	0	0	0
1	1	0	0	0	0	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	2	0	5	0	2	105	1	17	33	23	15	0	4200	15	22.63	1	213
1	0	0	0	0	0	13	13	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	18	15	0	9000	15	18.43	0	0
1	1	0	0	0	0	9	9	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	35	0	0	9000	0	34.92	0	0
1	0	1	0	7	0	14	11	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	30	0	11100	30	36.75	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	1	0	5	5	8	1	1	0	0	0	0	0	0	0	0	0	0	5	1	100	5	5	100	1	1	5	5	1	100	0	0	0	0	0	2	128	1	14	57	0	0	0	7500	0	0	23	546
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	23	9	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8100	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	0	2	0	2	4	5	5	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	400	4	4	0	6	1	0	0	0	0	3	0	2	67	1	2	9	258	60	0	7800	30	128.9	0	0
1	0	1	0	1	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	8700	0	0	0	0
2	0	2	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	94	4	10	200	2	2	4	5	1	94	0	0	0	4	0	2	57	1	1	15	81	75	0	8100	37.5	40.66	0	0
2	0	2	0	1	0	15	8	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0	0	0	29	15	0	5850	7.5	14.4	0	0
3	1	2	0	0	0	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	7	2	300	7	11	400	3	3	4	4	1	113	0	3	0	0	0	2	99	1	4	13	274	120	0	5800	40	91.23	0	0
4	2	3	0	0	0	1	1	1	1	1	0	0	0	0	0	1	21	0	0	0	0	0	0	0	61	400	4	4	0	15	1	0	0	1	0	2	1	0	0	1	19	73	184	150	0	4800	37.5	45.91	0	0
2	0	2	0	1	0	9	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	7350	0	0	0	0
3	0	3	0	3	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	61	5	493	55	61	800	5	5	11	12	1	62	0	0	0	2	0	0	0	1	28	31	0	0	0	8400	0	0	9	517
1	0	1	0	2	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	0	3	1	99	2	3	100	1	1	2	3	1	99	0	0	0	1	1	1	212	1	3	0	30	30	0	8400	30	30.36	0	0
3	3	1	0	0	0	4	1	1	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	52	400	4	4	0	13	1	0	0	1	0	6	1	3	321	1	9	43	0	0	0	1500	0	0	0	0
1	0	1	0	0	0	17	17	15	1	1	0	0	0	0	0	0	0	0	0	0	7	1	80	6	7	100	1	1	6	7	1	80	0	0	0	2	0	1	291	0	0	0	0	0	0	8400	0	0	0	0
2	0	2	0	1	0	9	7	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	227	210	0	7500	105	113.5	0	0
9	0	9	0	0	0	2	2	2	1	1	0	0	0	0	0	0	8	5	0	0	51	6	568	49	76	900	9	9	8	8	1	95	0	1	0	2	0	2	110	1	14	56	518	435	0	1900	48.33333333	57.53	6	883
6	0	5	0	2	0	14	14	13	1	1	0	0	0	0	0	0	0	0	0	0	30	5	420	18	37	600	6	6	4	6	1	84	0	0	0	4	1	2	42	1	7	20	30	15	0	8400	2.5	5.05	22	269
1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	200	2	2	0	20	1	0	0	1	0	4	0	2	31	1	0	14	0	0	0	1200	0	0.05	1	443
3	0	2	0	0	0	4	4	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	300	3	3	0	5	1	0	0	2	0	5	0	3	39	1	21	27	0	0	2	7300	0	0	0	0
7	0	7	0	0	0	2	2	1	1	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	80	700	7	7	0	11	1	0	0	2	0	5	0	9	603	1	1	0	0	0	2	3729	0	0	9	0
2	0	2	0	1	0	3	3	5	1	1	0	0	0	0	0	0	0	0	0	0	10	2	198	9	10	200	2	2	5	5	1	99	0	0	0	0	0	1	190	1	9	19	0	0	0	5850	0	0	3	732
2	1	0	0	1	0	5	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	300	3	3	0	6	1	0	0	1	0	6	1	1	147	1	7	42	0	0	0	6450	0	0	0	0
3	1	2	0	0	0	8	8	6	1	1	0	0	0	0	0	0	0	0	0	0	17	3	292	15	17	300	3	3	5	6	1	97	0	0	0	2	0	0	0	1	3	16	0	0	0	7300	0	0	0	0
6	2	1	0	0	0	3	2	1	1	1	0	0	0	0	0	0	24	4	0	0	0	0	0	0	63	600	6	6	0	11	1	0	0	1	0	0	0	3	195	1	48	62	0	0	0	2450	0	0	0	0
2	1	0	0	0	1	6	6	6	1	1	0	0	0	0	0	0	0	0	0	0	5	1	97	2	10	200	2	2	2	5	1	97	0	0	0	0	0	1	373	1	13	15	0	0	0	6450	0	0	0	0
6	0	6	0	3	0	8	8	2	1	0	1	0	0	0	0	0	0	0	0	0	33	5	433	3	38	700	6	6	1	6	1	74	0	0	0	0	0	4	405	1	5	8	164	45	0	8150	7.5	27.38	6	90
6	0	5	0	0	0	1	1	2	1	1	0	0	0	0	0	91	24	3	0	0	0	0	0	0	55	600	6	6	0	9	1	0	0	0	0	2	0	2	253	1	2	14	268	195	0	3450	32.5	44.68	6	699
1	0	1	0	0	0	19	9	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	76	75	0	8400	75	76.28	0	0
4	1	2	0	2	0	5	4	3	1	1	0	0	0	0	0	0	0	0	0	0	35	4	394	33	35	500	4	4	8	9	1	79	0	0	0	0	0	2	79	1	49	46	0	0	0	7875	0	0	4	609
1	0	1	0	1	1	7	7	10	1	1	0	0	0	0	0	0	0	0	0	0	5	1	91	2	5	100	1	1	2	5	1	91	0	3	0	3	2	1	216	1	5	30	278	135	1	8400	135	278.46	2	315
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3113	1	26	68	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	4	0	0	0	0	0	1	1	1	0	0	0	0	1	0	13	0	0	0	0	0	0	0	46	300	3	3	0	15	1	0	0	1	0	2	0	1	103	1	14	56	0	0	0	4680	0	0	7	1072
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	600	6	6	0	14	1	0	0	0	0	3	0	5	206	1	4	35	0	0	0	0	0	0	0	0
2	0	2	0	1	0	5	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	8100	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	0	0	1	1	2	41	1	5	6	0	0	0	0	0	0	0	0
5	0	5	0	0	0	1	1	1	1	1	0	0	0	0	0	0	12	6	0	0	26	3	300	26	51	600	6	6	9	9	1	100	0	1	0	2	0	4	1077	1	21	49	917	405	0	2700	81	183.47	5	411
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	600	0	0	0	0
5	1	3	0	0	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	500	5	5	0	4	1	0	0	1	0	1	0	2	250	1	11	41	243	165	0	7320	33	48.59	2	618
4	0	3	0	1	0	5	4	4	1	1	0	0	0	0	0	0	0	0	0	0	15	4	392	12	15	400	4	4	3	4	1	98	0	0	0	2	1	1	289	1	18	17	663	360	1	6750	90	165.86	16	229
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	2	0	0	0	3	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	300	3	3	0	5	1	0	0	1	0	0	0	1	368	1	81	73	419	270	0	5700	90	139.65	38	534
5	1	4	0	0	0	5	4	4	1	1	0	0	0	0	0	0	0	0	0	0	20	5	495	16	20	500	5	5	3	4	1	99	0	0	0	2	0	1	100	1	6	27	307	180	0	7440	36	61.47	51	587
2	1	1	0	1	0	12	12	9	1	1	0	0	0	0	0	0	0	0	0	0	12	2	197	10	19	300	3	3	5	6	1	99	0	0	0	0	0	2	51	1	7	14	0	0	0	7650	0	0	0	0
4	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	61	4	296	43	61	400	4	4	11	15	1	74	0	1	0	2	1	0	0	1	41	64	250	240	1	3375	60	62.48	9	518
