feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	收入	feature49	feature50
2	1	1	0	0	0	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	200	2	2	0	9	1	0	4	2	0	3	1	0	0	1	8	16	0	0	0	5250	0	0	2	178
1	1	0	0	0	0	6	4	6	1	1	0	0	0	0	0	0	0	0	0	0	9	1	100	9	9	100	1	1	9	9	1	100	4	0	0	1	0	3	121	1	16	30	0	0	0	4500	0	0	14	404
1	1	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	1	0	0	0	0	0	45	45	0	300	45	45.09	0	0
2	0	2	0	1	0	21	21	13	1	1	0	0	0	0	0	0	0	0	0	0	12	2	182	9	12	200	2	2	5	6	1	91	4	28	2	0	1	4	1238	1	5	24	0	0	1	8250	0	0	1	476
2	2	0	0	0	0	10	10	11	1	1	0	0	0	0	0	0	0	0	0	0	10	2	198	9	10	200	2	2	5	5	1	99	4	5	0	4	1	3	90	1	13	41	0	0	0	7200	0	0	4	1334
1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	100	1	1	0	3	1	0	4	2	0	4	1	2	94	1	11	27	0	0	0	1500	0	0	1	658
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4	347	47	69	500	4	4	12	17	1	69	4	5	0	3	0	0	0	1	15	43	0	0	0	0	0	0	3	235
5	3	2	0	0	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	40	5	387	33	40	500	5	5	7	8	1	77	4	16	0	7	0	0	0	1	9	21	0	0	0	6840	0	0	3	153
2	1	1	0	2	0	14	14	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	17	0	0	0	0	0	0	0	0	0	8850	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	300	3	3	0	5	1	0	4	5	0	3	0	0	0	1	7	25	0	0	0	0	0	0	0	0
1	0	1	0	1	0	11	11	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	8	1	0	0	0	0	0	0	0	0	9300	0	0	0	0
2	0	2	0	4	0	13	13	11	1	1	0	0	0	0	0	0	0	0	0	0	13	2	178	10	13	200	2	2	5	7	1	89	4	1	0	11	1	0	0	1	1	14	0	0	0	8400	0	0	2	161
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	300	3	3	0	5	1	0	4	2	0	3	2	0	0	1	11	16	0	0	0	0	0	0	0	0
6	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	20	7	0	0	64	6	565	60	64	600	6	6	10	11	1	94	4	15	0	7	0	0	0	1	23	34	315	210	0	3350	35	52.47	10	434
1	0	1	0	0	0	17	17	17	1	1	0	0	0	0	0	0	0	0	0	0	5	1	91	3	5	100	1	1	3	5	1	91	4	0	0	8	0	1	130	1	9	31	32	30	0	8400	30	32	16	1369
2	0	2	0	1	0	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	8	2	192	6	8	200	2	2	3	4	1	96	4	4	0	6	0	1	117	1	1	8	0	0	0	3600	0	0	5	105
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	200	2	2	0	6	1	0	4	13	0	5	0	3	259	1	7	17	0	0	0	0	0	0	0	0
3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	8	0	0	20	1	100	20	40	300	3	3	20	13	1	100	4	3	0	5	0	0	0	1	61	75	273	195	0	4400	65	91	0	0
1	1	0	0	0	0	4	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	1	0	0	0	0	0	19	15	0	11700	15	18.72	0	0
5	0	5	0	0	0	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	8	2	293	3	12	600	5	5	2	2	1	122	4	2	0	2	0	2	51	0	0	0	121	90	0	7140	18	24.14	0	0
3	0	3	0	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	0	22	2	194	18	25	400	3	3	9	8	1	73	4	7	0	3	0	1	50	1	0	0	0	0	0	7500	0	0	0	0
2	0	2	0	2	0	4	4	18	1	1	0	0	0	0	0	0	0	0	0	0	5	1	100	5	10	200	2	2	5	5	1	100	4	14	1	3	2	0	0	1	18	22	0	0	3	8400	0	0	15	225
1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	192	2	6	200	1	1	2	6	1	96	4	7	0	3	1	1	56	1	15	32	67	60	0	1200	60	66.99	47	392
2	0	2	0	2	0	16	15	9	1	1	1	0	0	0	0	0	0	0	0	0	14	2	192	10	14	200	2	2	5	7	1	96	4	2	0	0	0	2	56	1	22	41	94	60	0	7200	30	46.86	2	537
2	0	2	0	0	0	4	4	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	200	2	2	0	5	1	0	4	1	0	0	0	1	450	1	23	35	0	0	0	5850	0	0	0	0
1	0	1	0	0	0	9	9	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	4	7	0	8	0	2	103	1	20	36	0	0	0	7200	0	0	0	0
6	0	5	0	4	2	5	5	3	1	1	0	0	0	0	0	0	0	0	0	0	32	6	582	17	32	600	6	6	3	5	1	97	4	3	0	5	0	3	478	1	99	116	81	30	0	7750	5	13.48	19	549
1	0	1	0	0	0	4	4	10	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	23	100	1	1	0	23	1	0	4	41	1	5	3	3	33	1	34	48	51	45	6	8400	45	50.63	0	0
3	0	3	0	1	0	6	6	10	1	1	0	0	0	0	0	0	0	0	0	0	14	3	296	10	14	300	3	3	3	5	1	99	4	1	0	1	3	2	21	1	12	26	116	75	0	6200	25	38.73	0	0
6	0	6	0	0	0	3	3	3	1	1	0	0	0	0	0	0	20	1	0	0	102	6	452	84	102	700	6	6	14	17	1	65	4	3	3	2	5	2	144	1	39	44	348	285	0	3950	47.5	58.08	6	513
1	1	0	0	0	0	16	16	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	4	1	0	3	0	2	32	1	0	10	22	15	0	6900	15	21.55	5	550
3	0	3	0	0	0	18	18	18	1	1	0	0	0	0	0	0	0	0	0	0	17	3	300	17	17	300	3	3	6	6	1	100	4	11	0	6	4	0	0	1	10	16	0	0	0	8300	0	0	0	0
1	0	1	0	0	0	16	16	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	11	0	0	0	0	0	0	0	0	0	9000	0	0	0	0
1	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	0	0	16	15	0	1500	15	16.03	0	0
4	0	4	0	1	0	10	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	0	390	330	0	7200	82.5	97.51	0	0
1	0	1	0	2	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	1	0	1	1	0	4	2	1	4	1	1	55	1	9	16	31	30	0	6600	30	31	0	0
1	0	1	0	0	0	15	15	15	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	2	0	0	9000	0	2.14	0	0
1	0	1	0	0	0	19	19	16	1	1	0	0	0	0	0	0	0	0	0	0	5	1	94	2	5	100	1	1	2	5	1	94	4	0	0	3	0	0	0	1	1	6	65	60	0	7800	60	64.78	2	183
1	0	1	0	0	0	3	3	5	1	1	0	0	0	0	0	0	0	0	0	0	34	2	200	34	34	200	2	2	17	17	1	100	4	1	0	1	0	1	125	1	22	40	79	75	0	7200	75	78.93	2	778
2	1	1	0	1	0	10	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	4	10	4	2	11	4	135	1	7	29	0	0	3	6150	0	0	0	0
1	0	1	0	13	0	6	5	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	4	3	1	2	1	3	271	1	7	12	31	30	0	4200	30	31.27	6	154
4	0	4	0	0	0	17	17	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	9000	0	0	0	0
1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	57	10	12	28	1	675	1	5	2	0	0	0	3000	0	0	0	0
3	0	3	0	1	0	10	10	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	300	3	3	0	5	1	0	4	1	2	0	0	1	369	1	16	28	0	0	0	8300	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	100	1	1	0	12	1	0	4	13	0	6	0	0	0	1	1	10	0	0	0	0	0	0	0	0
5	5	0	0	0	0	10	9	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	1	2	0	0	0	0	0	0	0	1	7080	0	0	0	0
4	2	2	0	1	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	20	5	482	16	20	500	5	5	3	4	1	96	4	1	2	2	5	1	98	1	5	15	0	0	0	6600	0	0	0	0
1	0	1	0	1	0	16	16	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	177	15	0	9600	15	176.55	0	0
2	1	1	0	0	0	6	5	3	1	1	0	0	0	0	0	0	0	0	0	0	2	1	98	1	3	200	2	2	1	2	1	98	4	7	0	9	1	1	69	1	7	33	25	15	0	7650	7.5	12.48	4	396
2	0	2	0	0	0	14	13	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	1	1	0	0	0	0	0	0	0	0	7350	0	0	0	0
2	1	2	0	0	0	2	2	1	1	1	0	0	0	0	0	0	22	0	0	0	73	4	322	51	73	500	4	4	13	18	1	64	4	29	1	5	1	2	2	1	10	42	0	0	0	5550	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	1	0	20	1	0	4	3	0	4	0	2	28	1	12	41	0	0	0	0	0	0	12	797
4	1	3	0	1	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	500	5	5	0	7	1	0	4	8	1	3	1	3	596	0	0	0	0	0	0	7425	0	0	0	0
1	0	1	0	2	0	6	6	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	0	0	0	0	0	0	9	0	0	9300	0	9.23	0	0
1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	67	30	0	2700	30	67.37	0	0
1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	76	900	9	9	0	8	1	0	4	5	0	0	0	7	428	1	44	60	0	0	1	900	0	0	0	0
3	0	3	0	2	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	300	3	3	0	3	1	0	4	4	0	1	1	2	87	1	1	12	0	0	0	7600	0	0	0	0
3	0	3	0	4	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	19	3	294	18	19	300	3	3	6	6	1	98	4	0	0	0	0	1	613	0	0	0	201	135	0	8300	45	66.99	0	0
1	0	0	0	2	0	4	4	7	1	1	0	0	0	0	0	0	0	0	0	0	15	1	100	15	15	300	1	1	15	15	1	33	4	1	0	0	0	1	564	1	15	29	0	0	0	3900	0	0	1	584
2	2	0	0	0	0	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	2	17	0	0	0	0	0	0	0	0	2400	0	0	0	0
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	40	2	85	21	40	200	2	2	11	20	1	43	4	0	0	1	0	1	114	1	6	9	165	135	0	7650	67.5	82.59	0	0
2	0	2	0	2	0	8	8	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	200	2	2	0	6	1	0	4	12	0	7	0	1	84	1	17	40	90	45	0	8400	22.5	45.24	0	0
3	0	3	0	7	0	15	15	13	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	0	6	1	0	0	0	0	0	0	0	0	9300	0	0	0	0
5	4	1	0	0	0	5	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	500	5	5	0	5	1	0	4	0	0	0	0	2	276	1	30	41	0	0	0	5520	0	0	1	136
1	0	1	0	0	0	10	10	13	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	4	0	0	0	0	0	0	41	30	0	9300	30	40.77	0	0
3	2	1	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	40	4	380	39	40	400	4	4	10	10	1	95	4	16	2	16	5	2	46	1	2	32	0	0	1	2300	0	0	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	0	0	20	1	94	18	20	100	1	1	18	20	1	94	4	4	0	1	0	2	26	1	42	60	39	30	0	8100	30	38.52	7	2083
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	25	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	200	2	2	0	2	1	0	4	6	0	5	9	2	92	1	5	11	0	0	0	2400	0	0	0	0
2	0	2	0	1	1	12	8	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	8700	0	0	0	0
1	0	1	0	1	0	17	17	13	1	1	0	0	0	0	0	0	0	0	0	0	4	1	100	4	4	100	1	1	4	4	1	100	4	0	0	2	0	1	122	1	1	8	0	0	0	7500	0	0	7	515
3	0	3	0	0	0	2	2	1	1	1	0	0	0	0	0	0	17	15	0	0	20	1	78	10	35	300	3	3	10	12	1	78	4	2	1	7	1	0	0	1	29	69	0	0	0	3500	0	0	3	514
1	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	5	6	0	0	0	0	0	0	0	0	300	0	0	0	0
3	1	3	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	3	3	300	3	3	300	3	3	1	1	1	100	4	0	0	0	1	1	196	1	35	41	141	90	0	5100	30	46.88	2	201
2	0	2	0	0	0	14	14	13	1	1	0	0	0	0	0	0	0	0	0	0	10	2	192	8	10	200	2	2	4	5	1	96	4	16	0	8	0	1	31	1	22	32	100	90	1	8100	45	49.88	17	205
1	0	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	4	2	0	7	0	1	344	1	6	21	49	45	0	5700	45	49.06	0	0
2	0	2	1	1	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	196	8	10	200	2	2	4	5	1	98	4	5	0	6	0	1	588	1	14	48	0	0	0	7500	0	0	13	1469
4	0	4	0	2	0	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	12	3	300	12	15	400	4	4	4	4	1	100	4	1	0	0	0	2	14	1	5	16	511	180	0	7650	45	127.71	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	1	0	0	0	9	6	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	9	1	0	0	0	0	0	0	0	0	6500	0	0	0	0
6	0	6	0	15	0	17	17	13	1	1	1	0	0	0	0	0	0	0	0	0	7	1	96	5	37	600	6	6	5	6	1	96	4	10	0	7	0	2	1155	1	9	18	216	135	0	8350	22.5	35.95	25	626
3	2	1	0	0	0	5	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	600	6	6	0	7	1	0	4	8	0	2	1	3	210	1	11	32	0	0	0	6800	0	0	0	0
1	0	1	0	8	0	16	16	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	12	2	0	0	0	0	0	0	0	0	9300	0	0	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	20	100	1	1	0	20	1	0	4	3	0	0	3	2	402	0	0	0	60	45	0	8100	45	59.83	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	100	1	1	0	8	1	0	4	8	0	0	2	3	502	1	8	25	0	0	0	0	0	0	0	0
4	1	3	0	1	0	8	7	7	1	1	0	0	0	0	0	0	0	0	0	0	12	2	197	10	23	400	4	4	5	6	1	99	4	3	0	0	0	2	186	1	8	10	734	720	0	6450	180	183.46	0	0
1	0	1	0	0	0	11	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	11	2	0	0	0	0	0	34	30	0	3600	30	33.97	0	0
2	0	2	0	0	0	18	18	18	1	1	0	0	0	0	0	0	0	0	0	0	13	2	191	11	13	200	2	2	6	7	1	96	4	3	0	1	0	1	512	0	0	0	452	195	0	7800	97.5	225.94	0	0
1	0	1	0	2	0	9	9	9	1	1	0	0	0	0	0	0	0	0	0	0	4	1	100	4	4	100	1	1	4	4	1	100	4	9	0	6	1	2	236	1	0	17	74	60	0	8400	60	73.98	0	0
2	0	2	0	1	0	10	7	5	1	1	0	0	0	0	0	0	0	0	0	0	15	2	198	13	15	300	2	2	7	8	1	66	4	12	0	8	2	0	0	1	2	11	0	0	0	6150	0	0	3	352
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	300	3	3	0	6	1	0	4	18	0	13	2	1	34	1	8	34	0	0	0	0	0	0	1	502
5	2	5	0	0	0	8	8	6	1	1	0	0	0	0	0	0	0	0	0	0	37	5	404	22	37	600	5	5	4	7	1	67	4	3	0	3	0	3	214	1	6	54	0	0	2	7980	0	0	2	616
1	0	1	0	3	0	9	9	13	1	1	0	0	0	0	0	0	0	0	0	0	5	1	90	3	5	100	1	1	3	5	1	90	4	0	0	1	0	1	201	1	17	24	33	15	0	8400	15	32.78	2	538
1	0	1	0	2	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	4	2	0	0	0	2	116	1	14	37	0	0	0	2400	0	0	0	0
6	3	6	0	0	0	8	8	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	1	0	1	2	25	1	7	52	61	45	0	7150	7.5	10.23	1	443
9	0	9	0	0	0	4	4	4	1	1	0	0	0	0	0	125	21	3	0	0	0	0	0	0	103	900	9	9	0	11	1	0	4	4	0	3	0	3	280	1	2	31	0	0	0	3767	0	0	0	0
1	1	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	5	1	96	3	5	100	1	1	3	5	1	96	4	4	0	8	0	0	0	1	0	10	0	0	0	5400	0	0	0	0
2	0	2	0	1	0	11	11	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	9	0	0	0	0	0	0	0	0	0	9300	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	200	2	2	0	16	1	0	4	8	1	8	7	1	157	1	16	17	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	200	2	2	0	4	1	0	4	8	1	2	0	2	69	1	8	19	0	0	0	0	0	0	0	0
3	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	32	1	0	0	40	3	297	39	40	300	3	3	13	13	1	99	4	4	0	5	0	0	0	1	23	24	353	195	0	3300	65	117.67	17	172
2	0	2	0	3	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	0	4	2	192	2	4	300	2	2	1	2	1	64	4	0	1	1	0	0	0	1	16	20	0	0	0	9150	0	0	22	217
5	1	4	2	0	0	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	500	5	5	0	4	1	0	4	11	2	9	9	2	38	1	50	42	609	120	0	7620	24	121.71	18	587
2	0	2	0	0	0	3	3	3	1	1	0	0	0	0	0	181	17	7	0	0	33	3	297	32	33	300	3	3	11	11	1	99	4	10	0	3	0	1	428	1	29	46	0	0	0	3450	0	0	0	0
1	0	1	0	1	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	2	1	100	2	2	100	1	1	2	2	1	100	4	10	0	4	5	2	24	1	5	10	23	15	0	6300	15	23.49	15	242
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41	3	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	2	0	0	0	9	6	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	3	0	0	0	0	0	224	120	0	5760	24	44.86	0	0
5	2	5	2	0	0	0	0	0	1	1	0	0	0	0	0	0	13	0	0	0	48	2	171	35	104	500	5	5	18	21	1	86	4	1	0	2	1	1	46	1	72	80	0	0	0	7740	0	0	0	0
9	1	4	0	0	0	1	1	1	1	1	0	0	0	0	0	0	23	0	0	0	95	9	836	85	95	900	9	9	9	11	1	93	4	4	0	3	0	1	114	1	3	20	0	0	0	3667	0	0	0	0
2	1	1	0	0	0	3	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	2	7	4	3	251	0	0	0	0	0	0	1950	0	0	0	0
3	0	3	0	0	0	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	6	2	198	5	9	300	3	3	3	3	1	99	4	21	1	17	8	1	684	1	4	9	104	75	0	8500	25	34.72	0	0
3	2	1	1	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	10	2	100	6	14	500	3	3	3	5	1	30	4	4	1	3	1	2	85	1	26	36	0	0	1	5400	0	0	0	0
1	0	1	0	3	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	13	1	0	0	0	0	0	0	0	0	5100	0	0	0	0
2	0	1	0	0	0	3	3	2	1	1	0	0	0	0	0	1	45	0	0	0	0	0	0	0	40	300	3	3	0	13	1	0	4	9	0	5	0	2	107	1	22	30	115	90	0	2250	45	57.66	0	0
2	1	2	0	0	0	6	6	4	1	1	0	0	0	0	0	0	0	0	0	0	8	2	200	8	8	200	2	2	4	4	1	100	4	1	0	6	0	0	0	1	3	14	36	30	0	7650	15	17.94	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	100	5	5	100	1	1	5	5	1	100	4	4	0	8	0	5	331	1	2	17	0	0	0	0	0	0	0	0
1	1	1	0	0	0	2	2	2	1	1	0	0	0	0	0	0	5	1	0	0	12	1	100	12	12	100	1	1	12	12	1	100	4	5	1	3	2	0	0	1	21	36	79	75	0	4200	75	79.14	2	752
7	0	7	0	0	0	12	12	13	1	1	0	0	0	0	1	0	13	0	0	0	0	0	0	0	129	700	7	7	0	18	1	0	4	2	0	2	0	4	479	1	7	79	1912	1080	0	7971	154.2857143	273.18	9	592
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	2	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	98	4	5	100	1	1	4	5	1	98	4	13	0	6	3	3	22	1	6	21	0	0	4	0	0	0	4	233
7	1	6	0	1	0	12	12	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	12	4	0	0	0	0	0	623	525	0	9043	75	88.93	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	1	1	0	20	1	0	4	2	0	4	0	1	128	1	74	65	0	0	0	0	0	0	3	312
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	4	4	0	5	0	5	236	1	4	11	0	0	0	0	0	0	0	0
2	0	2	0	2	0	5	5	2	1	0	0	0	0	0	0	0	0	0	0	0	12	2	160	3	12	200	2	2	2	6	1	80	4	1	0	7	1	0	0	1	1	6	0	0	1	7650	0	0	0	0
3	0	3	0	6	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	300	3	3	0	2	1	0	4	1	0	0	2	2	104	1	126	103	0	0	0	8400	0	0	0	0
6	1	5	0	1	0	5	4	2	1	1	0	0	0	0	0	0	0	0	0	0	3	1	96	1	24	800	8	8	1	3	1	96	4	0	0	0	0	9	1154	1	16	55	657	435	0	6900	72.5	109.48	0	0
6	3	3	0	0	0	5	4	4	1	1	0	0	0	0	0	0	0	0	0	0	61	6	593	57	64	900	7	7	10	9	1	77	4	10	2	1	3	2	61	1	14	33	271	120	0	6300	20	45.23	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	100	1	1	0	23	1	0	4	14	0	9	1	0	0	1	7	16	0	0	0	0	0	0	0	0
3	0	3	0	0	0	28	28	18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	5	2	0	0	0	0	0	197	75	0	9200	25	65.55	0	0
2	0	2	0	1	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	7	2	200	7	7	200	2	2	4	4	1	100	4	1	0	2	0	6	1197	1	9	18	197	60	0	7950	30	98.29	1	596
2	0	2	0	1	0	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	2	2	198	1	2	200	2	2	1	1	1	99	4	1	0	0	0	2	119	1	8	27	0	0	0	6600	0	0	5	378
